,year,category,nominee,artist,workers,winner
288,2019,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Beastie Boys Book,(Various Artists),"Michael Diamond, Adam Horovitz, Scott Sherratt & Dan Zitt, producers",False
289,2019,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",I.V. Catatonia: 20 Years As A Two-Time Cancer Survivor,Eric Alexandrakis,,False
290,2019,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Mr. Know-It-All,John Waters,,False
291,2019,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Sekou Andrews & The String Theory,Sekou Andrews (& The String Theory),,False
292,2019,Best Comedy Album,Sticks & Stones,Dave Chappelle,,True
293,2019,Best Comedy Album,Quality Time,Jim Gaffigan,,False
294,2019,Best Comedy Album,Relatable,Ellen DeGeneres,,False
295,2019,Best Comedy Album,Right Now,Aziz Ansari,,False
296,2019,Best Comedy Album,Son Of Patricia,Trevor Noah,,False
297,2019,Best Musical Theater Album,Hadestown,,"Reeve Carney, André De Shields, Amber Gray, Eva Noblezada & Patrick Page, principal soloists; Mara Isaacs, David Lai, Anaïs Mitchell & Todd Sickafoose, producers (Anaïs Mitchell, composer & lyricist) (Original Broadway Cast)",True
298,2019,Best Musical Theater Album,Ain't Too Proud: The Life And Times Of The Temptations,,"Saint Aubyn, Derrick Baskin, James Harkness, Jawan M. Jackson, Jeremy Pope & Ephraim Sykes, principal soloists; Scott M. Riesett, producer (Original Broadway Cast)",False
299,2019,Best Musical Theater Album,Moulin Rouge! The Musical,,"Danny Burstein, Tam Mutu, Sahr Ngaujah, Karen Olivo & Aaron Tveit, principal soloists; Justin Levine, Baz Luhrmann, Matt Stine & Alex Timbers, producers (Original Broadway Cast)",False
300,2019,Best Musical Theater Album,The Music Of Harry Potter And The Cursed Child - In Four Contemporary Suites,,"Imogen Heap, producer; Imogen Heap, composer (Imogen Heap)",False
301,2019,Best Musical Theater Album,Oklahoma!,,"Damon Daunno, Rebecca Naomi Jones, Ali Stroker, Mary Testa & Patrick Vaill, principal soloists; Daniel Kluger & Dean Sharenow, producers (Richard Rodgers, composer; Oscar Hammerstein II, lyricist) (2019 Broadway Cast)",False
302,2019,Best Compilation Soundtrack For Visual Media,A Star Is Born,Lady Gaga & Bradley Cooper,"Paul “DJWS” Blair, Bradley Cooper, Lady Gaga, Nick Monson, Lukas Nelson, Mark Nilan Jr. & Benjamin Rice, compilation producers; Julianne Jordan & Julia Michels, music supervisors",True
303,2019,Best Compilation Soundtrack For Visual Media,The Lion King: The Songs,(Various Artists),"Jon Favreau & Hans Zimmer, compilation producers",False
304,2019,Best Compilation Soundtrack For Visual Media,Quentin Tarantino's Once Upon A Time In Hollywood,(Various Artists),"Quentin Tarantino, compilation producer; Mary Ramos, music supervisor",False
305,2019,Best Compilation Soundtrack For Visual Media,Rocketman,Taron Egerton,"Giles Martin, compilation producer",False
306,2019,Best Compilation Soundtrack For Visual Media,Spider-Man: Into The Spider-Verse,(Various Artists),"Spring Aspers & Dana Sano, compilation producers; Kier Lehman, music supervisor",False
307,2019,Best Score Soundtrack For Visual Media,Chernobyl,,"Hildur Guðnadóttir, composer",True
308,2019,Best Score Soundtrack For Visual Media,Avengers: Endgame,,"Alan Silvestri, composer",False
309,2019,Best Score Soundtrack For Visual Media,Game Of Thrones: Season 8,,"Ramin Djawadi, composer",False
310,2019,Best Score Soundtrack For Visual Media,The Lion King,,"Hans Zimmer, composer",False
311,2019,Best Score Soundtrack For Visual Media,Mary Poppins Returns,,"Marc Shaiman, composer",False
312,2019,Best Song Written For Visual Media,I'll Never Love Again (Film Version),,"Natalie Hemby, Lady Gaga, Hillary Lindsey & Aaron Raitiere, songwriters (Lady Gaga & Bradley Cooper)",True
313,2019,Best Song Written For Visual Media,The Ballad Of The Lonesome Cowboy,,"Randy Newman, songwriter (Chris Stapleton)",False
314,2019,Best Song Written For Visual Media,Girl In The Movies,,"Dolly Parton & Linda Perry, songwriters (Dolly Parton)",False
315,2019,Best Song Written For Visual Media,Spirit,,"Beyoncé Knowles-Carter, Timothy McKenzie & Ilya Salmanzadeh, songwriters (Beyoncé)",False
316,2019,Best Song Written For Visual Media,Suspirium,,"Thom Yorke, songwriter (Thom Yorke)",False
317,2019,Best Instrumental Composition,Star Wars: Galaxy's Edge Symphonic Suite,,"John Williams, composer (John Williams)",True
318,2019,Best Instrumental Composition,Begin Again,,"Fred Hersch, composer (Fred Hersch & The WDR Big Band Conducted By Vince Mendoza)",False
319,2019,Best Instrumental Composition,Crucible For Crisis,,"Brian Lynch, composer (Brian Lynch Big Band)",False
320,2019,Best Instrumental Composition,"Love, A Beautiful Force",,"Vince Mendoza, composer (Vince Mendoza, Terell Stafford, Dick Oatts & Temple University Studio Orchestra)",False
321,2019,Best Instrumental Composition,Walkin' Funny,,"Christian McBride, composer (Christian McBride)",False
322,2019,"Best Arrangement, Instrumental or A Cappella",Moon River,,"Jacob Collier, arranger (Jacob Collier)",True
323,2019,"Best Arrangement, Instrumental or A Cappella",Blue Skies,,"Kris Bowers, arranger (Kris Bowers)",False
324,2019,"Best Arrangement, Instrumental or A Cappella",Hedwig's Theme,,"John Williams, arranger (Anne-Sophie Mutter & John Williams)",False
325,2019,"Best Arrangement, Instrumental or A Cappella",La Novena,,"Emilio Solla, arranger (Emilio Solla Tango Jazz Orchestra)",False
326,2019,"Best Arrangement, Instrumental or A Cappella","Love, A Beautiful Force",,"Vince Mendoza, arranger (Vince Mendoza, Terell Stafford, Dick Oatts & Temple University Studio Orchestra)",False
327,2019,"Best Arrangement, Instruments and Vocals",All Night Long,,"Jacob Collier, arranger (Jacob Collier Featuring Jules Buckley, Take 6 & Metropole Orkest)",True
328,2019,"Best Arrangement, Instruments and Vocals",Jolene,,"Geoff Keezer, arranger (Sara Gazarek)",False
329,2019,"Best Arrangement, Instruments and Vocals",Marry Me A Little,,"Cyrille Aimée & Diego Figueiredo, arrangers (Cyrille Aimée)",False
330,2019,"Best Arrangement, Instruments and Vocals",Over The Rainbow,,"Vince Mendoza, arranger (Trisha Yearwood)",False
331,2019,"Best Arrangement, Instruments and Vocals",12 Little Spells (Thoracic Spine),,"Esperanza Spalding, arranger (Esperanza Spalding)",False
332,2019,Best Recording Package,Chris Cornell,,"Barry Ament, Jeff Ament & Joe Spix, art directors (Chris Cornell)",True
333,2019,Best Recording Package,Anónimas & Resilientes,,"Luisa María Arango, Carlos Dussan, Manuel García-Orozco & Juliana Jaramillo-Buenaventura, art directors (Voces Del Bullerengue)",False
334,2019,Best Recording Package,Hold That Tiger,,"Andrew Wong & Fongming Yang, art directors (The Muddy Basin Ramblers)",False
335,2019,Best Recording Package,"I,I",,"Aaron Anderson & Eric Timothy Carlson, art directors (Bon Iver)",False
336,2019,Best Recording Package,Intellexual,,"Irwan Awalludin, art director (Intellexual)",False
337,2019,Best Boxed Or Special Limited Edition Package,Woodstock: Back To The Garden - The Definitive 50th Anniversary Archive,,"Masaki Koike, art director (Various Artists)",True
338,2019,Best Boxed Or Special Limited Edition Package,Anima,,"Stanley Donwood & Tchocky, art directors (Thom Yorke)",False
339,2019,Best Boxed Or Special Limited Edition Package,Gold In A Brass Age,,"Amanda Chiu, Mark Farrow & David Gray, art directors (David Gray)",False
340,2019,Best Boxed Or Special Limited Edition Package,1963: New Directions,,"Josh Cheuse, art director (John Coltrane)",False
341,2019,Best Boxed Or Special Limited Edition Package,The Radio Recordings 1939–1945,,"Marek Polewski, art director (Wilhelm Furtwängler & Berliner Philharmoniker)",False
342,2019,Best Album Notes,Stax '68: A Memphis Story,,"Steve Greenberg, album notes writer (Various Artists)",True
343,2019,Best Album Notes,The Complete Cuban Jam Sessions,,"Judy Cantor-Navas, album notes writer (Various Artists)",False
344,2019,Best Album Notes,The Gospel According To Malaco,,"Robert Marovich, album notes writer (Various Artists)",False
345,2019,Best Album Notes,Pedal Steal + Four Corners,,"Brendan Greaves, album notes writer (Terry Allen And The Panhandle Mystery Band)",False
346,2019,Best Album Notes,Pete Seeger: The Smithsonian Folkways Collection,,"Jeff Place, album notes writer (Pete Seeger)",False
347,2019,Best Historical Album,Pete Seeger: The Smithsonian Folkways Collection,,"Jeff Place & Robert Santelli, compilation producers; Pete Reiniger, mastering engineer (Pete Seeger)",True
348,2019,Best Historical Album,The Girl From Chickasaw County - The Complete Capitol Masters,,"Andrew Batt & Kris Maher, compilation producers; Simon Gibson, mastering engineer (Bobbie Gentry)",False
349,2019,Best Historical Album,The Great Comeback: Horowitz At Carnegie Hall,,"Robert Russ, compilation producer; Andreas K. Meyer & Jennifer Nulsen, mastering engineers (Vladimir Horowitz)",False
350,2019,Best Historical Album,"Kankyo Ongaku: Japanese Ambient, Environmental & New Age Music 1980-1990",,"Spencer Doran, Yosuke Kitazawa, Douglas Mcgowan & Matt Sullivan, compilation producers; John Baldwin, mastering engineer (Various Artists)",False
351,2019,Best Historical Album,Woodstock: Back To The Garden - The Definitive 50th Anniversary Archive,,"Brian Kehew, Steve Woolard & Andy Zax, compilation producers; Dave Schultz, mastering engineer, Brian Kehew, restoration engineer (Various Artists)",False
352,2019,"Best Engineered Album, Non-Classical","When We All Fall Asleep, Where Do We Go?",,"Rob Kinelski & Finneas O'Connell, engineers; John Greenham, mastering engineer (Billie Eilish)",True
353,2019,"Best Engineered Album, Non-Classical",All These Things,,"Tchad Blake, Thomas Dybdahl, Adam Greenspan & Roderick Shearer, engineers; Bernie Grundman, mastering engineer (Thomas Dybdahl)",False
354,2019,"Best Engineered Album, Non-Classical",Ella Mai,,"Chris ""Shaggy"" Ascher, Jaycen Joshua & David Pizzimenti, engineers; Chris Athens, mastering engineer (Ella Mai)",False
355,2019,"Best Engineered Album, Non-Classical",Run Home Slow,,"Paul Butler & Sam Teskey, engineers; Joe Carra, mastering engineer (The Teskey Brothers)",False
356,2019,"Best Engineered Album, Non-Classical",Scenery,,"Tom Elmhirst, Ben Kane & Jeremy Most, engineers; Bob Ludwig, mastering engineer (Emily King)",False
357,2019,"Producer Of The Year, Non-Classical",Finneas,,"• When We Fall Asleep, Where Do We Go? (Billie Eilish) (A)",True
358,2019,"Producer Of The Year, Non-Classical",Jack Antonoff,,• Arizona Baby (Kevin Abstract) (A)  • Lover (Taylor Swift) (A)  • Norman F***ing Rockwell! (Lana Del Rey) (A)  • Red Hearse (Red Hearse) (A),False
359,2019,"Producer Of The Year, Non-Classical",Dan Auerbach,,"• The Angels In Heaven Done Signed My Name (Leo Bud Welch) (A)  • ""Let's Rock"" (The Black Keys) (A)  • Mockingbird (The Gibson Brothers) (A)  • Myth Of A Man (Night Beats) (A)  • Southern Gentleman (Dee White) (A)  • Walk Through Fire (Yola) (A)",False
360,2019,"Producer Of The Year, Non-Classical",John Hill,,"• Heat Of The Summer (Young The Giant) (T)  • Hundred (Khalid) (T)  • No Drug Like Me (Carly Rae Jepsen) (T)  • Outta My Head (Khalid With John Mayer) (T)  • Social Cues (Cage The Elephant) (A)  • Superposition (Young The Giant) (T)  • Too Much (Carly Rae Jepsen) (T)  • Vertigo (Khalid) (T)  • Zero (From ""Ralph Breaks The Internet"") (Imagine Dragons) (T)",False
361,2019,"Producer Of The Year, Non-Classical",Ricky Reed,,• Almost Free (Fidlar) (A)  • Burning (Maggie Rogers) (T)  • Confidence (X Ambassadors Featuring K.Flay) (T)  • Juice (Lizzo) (T)  • Kingdom Of One (Maren Morris) (T)  • Power Is Power (SZA Featuring The Weeknd & Travis Scott) (T)  • Tempo (Lizzo Featuring Missy Elliott) (T)  • Truth Hurts (Lizzo) (T)  • The Wrong Man (Ross Golan) (A),False
362,2019,Best Remixed Recording,I Rise (Tracy Young's Pride Intro Radio Remix),,"Tracy Young, remixer (Madonna)",True
363,2019,Best Remixed Recording,Mother's Daughter (Wuki Remix),,"Wuki, remixer (Miley Cyrus)",False
364,2019,Best Remixed Recording,The One (High Contrast Remix),,"Lincoln Barrett, remixer (Jorja Smith)",False
365,2019,Best Remixed Recording,Swim (ford. Remix),,"Luc Bradford, remixer (Mild Minds)",False
366,2019,Best Remixed Recording,Work It (Soulwax Remix),,"David Gerard C Dewaele & Stephen Antoine C Dewaele, remixers (Marie Davidson)",False
367,2019,Best Immersive Audio Album,LUX,,"Morten Lindberg, immersive audio engineer; Morten Lindberg, immersive audio mastering engineer; Morten Lindberg, immersive audio producer (Anita Brevik, Trondheimsolistene & Nidarosdomens Jentekor)",True
368,2019,Best Immersive Audio Album,Chain Tripping,,"Luke Argilla, immersive audio engineer; Jurgen Scharpf, immersive audio mastering engineer; Jona Bechtolt, Claire L. Evans & Rob Kieswetter, immersive audio producers (YACHT)",False
369,2019,Best Immersive Audio Album,Kverndokk: Symphonic Dances,,"Jim Anderson, immersive audio engineer; Robert C. Ludwig, immersive audio mastering engineer; Ulrike Schwarz, immersive audio producer (Ken-David Masur & Stavanger Symphony Orchestra)",False
370,2019,Best Immersive Audio Album,The Orchestral Organ,,"Keith O. Johnson, immersive audio engineer; Keith O. Johnson, immersive audio mastering engineer; Marina A. Ledin & Victor Ledin, immersive audio producers (Jan Kraybill)",False
371,2019,Best Immersive Audio Album,The Savior,,"Bob Clearmountain, immersive audio engineer; Bob Ludwig, immersive audio mastering engineer; Michael Marquart & Dave Way, immersive audio producers (A Bad Think)",False
372,2019,"Best Engineered Album, Classical",Riley: Sun Rings,,"Leslie Ann Jones, engineer; John Kilgore, Judith Sherman & David Harrington, engineers/mixers; Robert C. Ludwig, mastering engineer (Kronos Quartet)",True
373,2019,"Best Engineered Album, Classical",Aequa - Anna Thorvaldsdóttir,,"Daniel Shores, engineer; Daniel Shores, mastering engineer (International Contemporary Ensemble)",False
374,2019,"Best Engineered Album, Classical",Bruckner: Symphony No. 9,,"Mark Donahue, engineer; Mark Donahue, mastering engineer (Manfred Honeck & Pittsburgh Symphony Orchestra)",False
375,2019,"Best Engineered Album, Classical",Rachmaninoff - Hermitage Piano Trio,,"Keith O. Johnson & Sean Royce Martin, engineers; Keith O. Johnson, mastering engineer (Hermitage Piano Trio)",False
376,2019,"Best Engineered Album, Classical",Wolfe: Fire In My Mouth,,"Bob Hanlon & Lawrence Rock, engineers; Ian Good & Lawrence Rock, mastering engineers (Jaap Van Zweden, Francisco J. Núñez, Donald Nally, The Crossing, Young People's Chorus Of NY City & New York Philharmonic)",False
377,2019,"Producer Of The Year, Classical",Blanton Alspaugh,,"• Artifacts - The Music Of Michael McGlynn (Charles Bruffy & Kansas City Chorale)  • Berlioz: Symphonie Fantastique; Fantaisie Sur La Tempête De Shakespeare (Andrew Davis & Toronto Symphony Orchestra)  • Copland: Billy The Kid; Grohg (Leonard Slatkin & Detroit Symphony Orchestra)  • Duruflé: Complete Choral Works (Robert Simpson & Houston Chamber Choir)  • Glass: Symphony No. 5 (Julian Wachner, The Choir Of Trinity Wall Street, Trinity Youth Chorus, Downtown Voices & Novus NY)  • Sander: The Divine Liturgy Of St. John Chrysostom (Peter Jermihov & PaTRAM Institute Singers)  • Smith, K.: Canticle (Craig Hella Johnson & Cincinnati Vocal Arts Ensemble)  • Visions Take Flight (Mei-Ann Chen & ROCO)",True
378,2019,"Producer Of The Year, Classical",James Ginsburg,,"• Project W - Works By Diverse Women Composers (Mei-Ann Chen & Chicago Sinfonietta)  • Silenced Voices (Black Oak Ensemble)  • 20th Century Harpsichord Concertos (Jory Vinikour, Scott Speck & Chicago Philharmonic)  • Twentieth Century Oboe Sonatas (Alex Klein & Phillip Bush)  • Winged Creatures & Other Works For Flute, Clarinet, And Orchestra (Anthony McGill, Demarre McGill, Allen Tinkham & Chicago Youth Symphony Orchestra)",False
379,2019,"Producer Of The Year, Classical","Marina A. Ledin, Victor Ledin",,"• Bates: Children Of Adam; Vaughan Williams: Dona Nobis Pacem (Steven Smith, Erin R. Freeman, Richmond Symphony & Chorus)  • The Orchestral Organ (Jan Kraybill)  • The Poetry Of Places (Nadia Shpachenko)  • Rachmaninoff - Hermitage Piano Trio (Hermitage Piano Trio)",False
380,2019,"Producer Of The Year, Classical",Morten Lindberg,,"• Himmelborgen (Elisabeth Holte, Kåre Nordstoga & Uranienborg Vokalensemble)  • Kleiberg: Do You Believe In Heather? (Various Artists)  • Ljos (Fauna Vokalkvintett)  • LUX (Anita Brevik, Trondheimsolistene & Nidarosdomens Jentekor)  • Trachea (Tone Bianca Sparre Dahl & Schola Cantorum)  • Veneliti (Håkon Daniel Nystedt & Oslo Kammerkor)",False
381,2019,"Producer Of The Year, Classical",Dirk Sobotka,,• Bruckner: Symphony No. 9 (Manfred Honeck & Pittsburgh Symphony Orchestra),False
382,2019,Best Orchestral Performance,Norman: Sustain,,"Gustavo Dudamel, conductor (Los Angeles Philharmonic)",True
383,2019,Best Orchestral Performance,Bruckner: Symphony No. 9,,"Manfred Honeck, conductor (Pittsburgh Symphony Orchestra)",False
384,2019,Best Orchestral Performance,Copland: Billy The Kid; Grohg,,"Leonard Slatkin, conductor (Detroit Symphony Orchestra)",False
385,2019,Best Orchestral Performance,Transatlantic,,"Louis Langrée, conductor (Cincinnati Symphony Orchestra)",False
386,2019,Best Orchestral Performance,Weinberg: Symphonies Nos. 2 & 21,,"Mirga Gražinytė-Tyla, conductor (City Of Birmingham Symphony Orchestra & Kremerata Baltica)",False
387,2019,Best Opera Recording,Picker: Fantastic Mr. Fox,,"Gil Rose, conductor; John Brancy, Andrew Craig Brown, Gabriel Preisser, Krista River & Edwin Vega; Gil Rose, producer (Boston Modern Orchestra Project; Boston Children's Chorus)",True
388,2019,Best Opera Recording,Benjamin: Lessons In Love & Violence,,"George Benjamin, conductor; Stéphane Degout, Barbara Hannigan, Peter Hoare & Gyula Orendt; Raphaël Mouterde & James Whitbourn, producers (Orchestra Of The Royal Opera House)",False
